Matrix_ID	TF_Locus	Matrix_Type
TFmatrixID_0395	Glyma.16G042900.1	Inferred
TFmatrixID_0395	Glyma14g20340.1	Inferred
TFmatrixID_0395	Glyma.13G274300.1	Inferred
TFmatrixID_0395	Glyma.13G062000.1	Inferred
TFmatrixID_0395	Glyma.12G226500.1	Inferred
TFmatrixID_0395	Glyma.12G161700.1	Inferred
TFmatrixID_0395	Glyma.09G235700.1	Inferred
TFmatrixID_0395	Glyma.09G184100.1	Inferred
TFmatrixID_0395	Glyma.08G041500.1	Inferred
TFmatrixID_0395	Glyma.07G092000.1	Inferred
TFmatrixID_0395	Glyma.06G236000.1	Inferred
TFmatrixID_0395	Glyma.06G195500.1	Inferred
TFmatrixID_0395	Glyma.06G080200	Inferred
TFmatrixID_0395	Glyma.05G234200.1	Inferred
TFmatrixID_0395	Glyma.05G025500.2	Inferred
TFmatrixID_0395	Glyma.04G167200.1	Inferred
TFmatrixID_0395	Glyma04g01650.1	Inferred
TFmatrixID_0395	Glyma.02G070600.1	Inferred
TFmatrixID_0396	Glyma19g28520.1	Inferred
TFmatrixID_0396	Glyma.19G024500.1	Inferred
TFmatrixID_0396	Glyma.18G261300	Inferred
TFmatrixID_0396	Glyma.16G152100.1	Inferred
TFmatrixID_0396	Glyma.17G101500.1	Inferred
TFmatrixID_0396	Glyma.16G042900.1	Inferred
TFmatrixID_0396	Glyma.14G210000.1	Inferred
TFmatrixID_0396	Glyma14g20340.1	Inferred
TFmatrixID_0396	Glyma.13G274300.1	Inferred
TFmatrixID_0396	Glyma.13G062000.1	Inferred
TFmatrixID_0396	Glyma.12G226500.1	Inferred
TFmatrixID_0396	Glyma.12G161700.1	Inferred
TFmatrixID_0396	Glyma.09G235700.1	Inferred
TFmatrixID_0396	Glyma.09G184100.1	Inferred
TFmatrixID_0396	Glyma.08G041500.1	Inferred
TFmatrixID_0396	Glyma.07G092000.1	Inferred
TFmatrixID_0396	Glyma.06G236000.1	Inferred
TFmatrixID_0396	Glyma.06G195500.1	Inferred
TFmatrixID_0396	Glyma.06G080200	Inferred
TFmatrixID_0396	Glyma.05G234200.1	Inferred
TFmatrixID_0396	Glyma.05G025500.2	Inferred
TFmatrixID_0396	Glyma.04G167200.1	Inferred
TFmatrixID_0396	Glyma04g01650.1	Inferred
TFmatrixID_0396	Glyma.02G070600.1	Inferred
TFmatrixID_0384	Glyma.14G189300.1	Inferred
TFmatrixID_0384	Glyma.06G138100.1	Inferred
TFmatrixID_0384	Glyma.04G226700.1	Inferred
TFmatrixID_0384	Glyma.02G222300.1	Inferred
TFmatrixID_0385	Glyma.20G192500	Inferred
TFmatrixID_0385	Glyma.20G192300.1	Inferred
TFmatrixID_0385	Glyma.18G043900.1	Inferred
TFmatrixID_0385	Glyma15g41830.1	Inferred
TFmatrixID_0385	Glyma.14G210000.1	Inferred
TFmatrixID_0385	Glyma.11G212400.2	Inferred
TFmatrixID_0385	Glyma.10G197500.1	Inferred
TFmatrixID_0385	Glyma.02G240500.1	Inferred
TFmatrixID_0398	Glyma.20G006400.1	Inferred
TFmatrixID_0398	Glyma.19G094000.1	Inferred
TFmatrixID_0398	Glyma.19G146000.1	Inferred
TFmatrixID_0398	Glyma.09G113800.1	Inferred
TFmatrixID_0398	Glyma18g00880.1	Inferred
TFmatrixID_0398	Glyma.17G080700.1	Inferred
TFmatrixID_0398	Glyma.17G039600.1	Inferred
TFmatrixID_0398	Glyma.15G190200	Inferred
TFmatrixID_0398	Glyma.15G076200.1	Inferred
TFmatrixID_0398	Glyma.13G274900.1	Inferred
TFmatrixID_0398	Glyma.13G237400.1	Inferred
TFmatrixID_0398	Glyma.12G226000.1	Inferred
TFmatrixID_0398	Glyma.13G177400.1	Inferred
TFmatrixID_0398	Glyma.U025800.1	Inferred
TFmatrixID_0398	Glyma11g16700.1	Inferred
TFmatrixID_0398	Glyma.11G251500	Inferred
TFmatrixID_0398	Glyma10g01210.1	Inferred
TFmatrixID_0398	Glyma.08G011500	Inferred
TFmatrixID_0398	Glyma.09G082000.1	Inferred
TFmatrixID_0398	Glyma.07G234200	Inferred
TFmatrixID_0398	Glyma.07G199000.1	Inferred
TFmatrixID_0398	Glyma.07G109600.1	Inferred
TFmatrixID_0398	Glyma.07G159300.1	Inferred
TFmatrixID_0398	Glyma.06G238100.1	Inferred
TFmatrixID_0398	Glyma04g37390.1	Inferred
TFmatrixID_0398	Glyma.05G204100	Inferred
TFmatrixID_0398	Glyma05g00200.1	Inferred
TFmatrixID_0398	Glyma.02G177500.1	Inferred
TFmatrixID_0398	Glyma.02G008600.1	Inferred
TFmatrixID_0398	Glyma.03G117500	Inferred
TFmatrixID_0398	Glyma02g13370.1	Inferred
TFmatrixID_0398	Glyma01g15020.1	Inferred
TFmatrixID_0398	Glyma01g08060.1	Inferred
TFmatrixID_0399	Glyma.20G006400.1	Inferred
TFmatrixID_0399	Glyma.19G094000.1	Inferred
TFmatrixID_0399	Glyma.19G146000.1	Inferred
TFmatrixID_0399	Glyma.09G113800.1	Inferred
TFmatrixID_0399	Glyma.17G080700.1	Inferred
TFmatrixID_0399	Glyma.17G039600.1	Inferred
TFmatrixID_0399	Glyma.15G190200	Inferred
TFmatrixID_0399	Glyma16g05890.1	Inferred
TFmatrixID_0399	Glyma.15G076200.1	Inferred
TFmatrixID_0399	Glyma.13G295400.1	Inferred
TFmatrixID_0399	Glyma.13G274900.1	Inferred
TFmatrixID_0399	Glyma.13G237400.1	Inferred
TFmatrixID_0399	Glyma.12G226000.1	Inferred
TFmatrixID_0399	Glyma.13G177400.1	Inferred
TFmatrixID_0399	Glyma.U025800.1	Inferred
TFmatrixID_0399	Glyma11g16700.1	Inferred
TFmatrixID_0399	Glyma10g01210.1	Inferred
TFmatrixID_0399	Glyma.09G082000.1	Inferred
TFmatrixID_0399	Glyma.07G234200	Inferred
TFmatrixID_0399	Glyma.07G199000.1	Inferred
TFmatrixID_0399	Glyma.07G109600.1	Inferred
TFmatrixID_0399	Glyma.07G159300.1	Inferred
TFmatrixID_0399	Glyma.06G238100.1	Inferred
TFmatrixID_0399	Glyma05g00200.1	Inferred
TFmatrixID_0399	Glyma.02G177500.1	Inferred
TFmatrixID_0399	Glyma.02G008600.1	Inferred
TFmatrixID_0399	Glyma.03G117500	Inferred
TFmatrixID_0399	Glyma02g13370.1	Inferred
TFmatrixID_0399	Glyma01g15020.1	Inferred
TFmatrixID_0399	Glyma01g08060.1	Inferred
TFmatrixID_0400	Glyma.20G006400.1	Inferred
TFmatrixID_0400	Glyma.19G094000.1	Inferred
TFmatrixID_0400	Glyma.19G146000.1	Inferred
TFmatrixID_0400	Glyma.09G113800.1	Inferred
TFmatrixID_0400	Glyma18g00880.1	Inferred
TFmatrixID_0400	Glyma.17G080700.1	Inferred
TFmatrixID_0400	Glyma.17G039600.1	Inferred
TFmatrixID_0400	Glyma.15G190200	Inferred
TFmatrixID_0400	Glyma16g05890.1	Inferred
TFmatrixID_0400	Glyma.15G076200.1	Inferred
TFmatrixID_0400	Glyma.13G274900.1	Inferred
TFmatrixID_0400	Glyma.13G237400.1	Inferred
TFmatrixID_0400	Glyma.12G226000.1	Inferred
TFmatrixID_0400	Glyma.13G177400.1	Inferred
TFmatrixID_0400	Glyma.U025800.1	Inferred
TFmatrixID_0400	Glyma11g16700.1	Inferred
TFmatrixID_0400	Glyma.11G251500	Inferred
TFmatrixID_0400	Glyma10g01210.1	Inferred
TFmatrixID_0400	Glyma.08G011500	Inferred
TFmatrixID_0400	Glyma.09G082000.1	Inferred
TFmatrixID_0400	Glyma.07G234200	Inferred
TFmatrixID_0400	Glyma.07G199000.1	Inferred
TFmatrixID_0400	Glyma.07G109600.1	Inferred
TFmatrixID_0400	Glyma.07G159300.1	Inferred
TFmatrixID_0400	Glyma.06G238100.1	Inferred
TFmatrixID_0400	Glyma06g22450.1	Inferred
TFmatrixID_0400	Glyma04g37390.1	Inferred
TFmatrixID_0400	Glyma.05G204100	Inferred
TFmatrixID_0400	Glyma.06G168600	Inferred
TFmatrixID_0400	Glyma05g00200.1	Inferred
TFmatrixID_0400	Glyma.02G177500.1	Inferred
TFmatrixID_0400	Glyma.02G008600.1	Inferred
TFmatrixID_0400	Glyma.03G117500	Inferred
TFmatrixID_0400	Glyma02g13370.1	Inferred
TFmatrixID_0400	Glyma01g15020.1	Inferred
TFmatrixID_0400	Glyma01g08060.1	Inferred
TFmatrixID_0401	Glyma.20G006400.1	Inferred
TFmatrixID_0401	Glyma.19G094000.1	Inferred
TFmatrixID_0401	Glyma.19G146000.1	Inferred
TFmatrixID_0401	Glyma.09G113800.1	Inferred
TFmatrixID_0401	Glyma18g00880.1	Inferred
TFmatrixID_0401	Glyma.17G080700.1	Inferred
TFmatrixID_0401	Glyma16g05890.1	Inferred
TFmatrixID_0401	Glyma.13G274900.1	Inferred
TFmatrixID_0401	Glyma.13G177400.1	Inferred
TFmatrixID_0401	Glyma.U025800.1	Inferred
TFmatrixID_0401	Glyma11g16700.1	Inferred
TFmatrixID_0401	Glyma.11G251500	Inferred
TFmatrixID_0401	Glyma.08G011500	Inferred
TFmatrixID_0401	Glyma.07G199000.1	Inferred
TFmatrixID_0401	Glyma.07G109600.1	Inferred
TFmatrixID_0401	Glyma.07G159300.1	Inferred
TFmatrixID_0401	Glyma06g22450.1	Inferred
TFmatrixID_0401	Glyma04g37390.1	Inferred
TFmatrixID_0401	Glyma.05G204100	Inferred
TFmatrixID_0401	Glyma.06G168600	Inferred
TFmatrixID_0401	Glyma05g00200.1	Inferred
TFmatrixID_0401	Glyma.02G177500.1	Inferred
TFmatrixID_0401	Glyma.03G117500	Inferred
TFmatrixID_0401	Glyma02g13370.1	Inferred
TFmatrixID_0401	Glyma01g15020.1	Inferred
TFmatrixID_0401	Glyma01g08060.1	Inferred
TFmatrixID_0403	Glyma.20G006400.1	Inferred
TFmatrixID_0403	Glyma.19G094000.1	Inferred
TFmatrixID_0403	Glyma.19G146000.1	Inferred
TFmatrixID_0403	Glyma.09G113800.1	Inferred
TFmatrixID_0403	Glyma18g00880.1	Inferred
TFmatrixID_0403	Glyma.17G080700.1	Inferred
TFmatrixID_0403	Glyma.17G039600.1	Inferred
TFmatrixID_0403	Glyma.15G190200	Inferred
TFmatrixID_0403	Glyma16g05890.1	Inferred
TFmatrixID_0403	Glyma.15G076200.1	Inferred
TFmatrixID_0403	Glyma.13G274900.1	Inferred
TFmatrixID_0403	Glyma.13G237400.1	Inferred
TFmatrixID_0403	Glyma.12G226000.1	Inferred
TFmatrixID_0403	Glyma.13G177400.1	Inferred
TFmatrixID_0403	Glyma.U025800.1	Inferred
TFmatrixID_0403	Glyma11g16700.1	Inferred
TFmatrixID_0403	Glyma.11G251500	Inferred
TFmatrixID_0403	Glyma10g01210.1	Inferred
TFmatrixID_0403	Glyma.08G011500	Inferred
TFmatrixID_0403	Glyma.09G082000.1	Inferred
TFmatrixID_0403	Glyma.07G234200	Inferred
TFmatrixID_0403	Glyma.07G199000.1	Inferred
TFmatrixID_0403	Glyma.07G109600.1	Inferred
TFmatrixID_0403	Glyma.07G159300.1	Inferred
TFmatrixID_0403	Glyma.06G238100.1	Inferred
TFmatrixID_0403	Glyma06g22450.1	Inferred
TFmatrixID_0403	Glyma04g37390.1	Inferred
TFmatrixID_0403	Glyma.05G204100	Inferred
TFmatrixID_0403	Glyma.06G168600	Inferred
TFmatrixID_0403	Glyma05g00200.1	Inferred
TFmatrixID_0403	Glyma.02G177500.1	Inferred
TFmatrixID_0403	Glyma.02G008600.1	Inferred
TFmatrixID_0403	Glyma.03G117500	Inferred
TFmatrixID_0403	Glyma02g13370.1	Inferred
TFmatrixID_0403	Glyma01g15020.1	Inferred
TFmatrixID_0403	Glyma01g08060.1	Inferred
TFmatrixID_0405	Glyma.20G006400.1	Inferred
TFmatrixID_0405	Glyma.19G094000.1	Inferred
TFmatrixID_0405	Glyma.19G146000.1	Inferred
TFmatrixID_0405	Glyma.09G113800.1	Inferred
TFmatrixID_0405	Glyma18g00880.1	Inferred
TFmatrixID_0405	Glyma.17G080700.1	Inferred
TFmatrixID_0405	Glyma.17G039600.1	Inferred
TFmatrixID_0405	Glyma.15G190200	Inferred
TFmatrixID_0405	Glyma16g05890.1	Inferred
TFmatrixID_0405	Glyma.15G076200.1	Inferred
TFmatrixID_0405	Glyma.13G274900.1	Inferred
TFmatrixID_0405	Glyma.13G237400.1	Inferred
TFmatrixID_0405	Glyma.12G226000.1	Inferred
TFmatrixID_0405	Glyma.13G177400.1	Inferred
TFmatrixID_0405	Glyma.U025800.1	Inferred
TFmatrixID_0405	Glyma11g16700.1	Inferred
TFmatrixID_0405	Glyma.11G251500	Inferred
TFmatrixID_0405	Glyma10g01210.1	Inferred
TFmatrixID_0405	Glyma.08G011500	Inferred
TFmatrixID_0405	Glyma.09G082000.1	Inferred
TFmatrixID_0405	Glyma.07G234200	Inferred
TFmatrixID_0405	Glyma.07G199000.1	Inferred
TFmatrixID_0405	Glyma.07G109600.1	Inferred
TFmatrixID_0405	Glyma.07G159300.1	Inferred
TFmatrixID_0405	Glyma.06G238100.1	Inferred
TFmatrixID_0405	Glyma06g22450.1	Inferred
TFmatrixID_0405	Glyma04g37390.1	Inferred
TFmatrixID_0405	Glyma.05G204100	Inferred
TFmatrixID_0405	Glyma.06G168600	Inferred
TFmatrixID_0405	Glyma05g00200.1	Inferred
TFmatrixID_0405	Glyma.02G177500.1	Inferred
TFmatrixID_0405	Glyma.02G008600.1	Inferred
TFmatrixID_0405	Glyma.03G117500	Inferred
TFmatrixID_0405	Glyma02g13370.1	Inferred
TFmatrixID_0405	Glyma01g15020.1	Inferred
TFmatrixID_0405	Glyma01g08060.1	Inferred
TFmatrixID_0407	Glyma.20G006400.1	Inferred
TFmatrixID_0407	Glyma.19G094000.1	Inferred
TFmatrixID_0407	Glyma.19G146000.1	Inferred
TFmatrixID_0407	Glyma.09G113800.1	Inferred
TFmatrixID_0407	Glyma18g00880.1	Inferred
TFmatrixID_0407	Glyma.17G080700.1	Inferred
TFmatrixID_0407	Glyma.17G039600.1	Inferred
TFmatrixID_0407	Glyma.15G190200	Inferred
TFmatrixID_0407	Glyma16g05890.1	Inferred
TFmatrixID_0407	Glyma.15G076200.1	Inferred
TFmatrixID_0407	Glyma.13G274900.1	Inferred
TFmatrixID_0407	Glyma.13G237400.1	Inferred
TFmatrixID_0407	Glyma.12G226000.1	Inferred
TFmatrixID_0407	Glyma.13G177400.1	Inferred
TFmatrixID_0407	Glyma.U025800.1	Inferred
TFmatrixID_0407	Glyma11g16700.1	Inferred
TFmatrixID_0407	Glyma.11G251500	Inferred
TFmatrixID_0407	Glyma10g01210.1	Inferred
TFmatrixID_0407	Glyma.08G011500	Inferred
TFmatrixID_0407	Glyma.09G082000.1	Inferred
TFmatrixID_0407	Glyma.07G234200	Inferred
TFmatrixID_0407	Glyma.07G199000.1	Inferred
TFmatrixID_0407	Glyma.07G109600.1	Inferred
TFmatrixID_0407	Glyma.07G159300.1	Inferred
TFmatrixID_0407	Glyma.06G238100.1	Inferred
TFmatrixID_0407	Glyma06g22450.1	Inferred
TFmatrixID_0407	Glyma04g37390.1	Inferred
TFmatrixID_0407	Glyma.05G204100	Inferred
TFmatrixID_0407	Glyma.06G168600	Inferred
TFmatrixID_0407	Glyma05g00200.1	Inferred
TFmatrixID_0407	Glyma.02G177500.1	Inferred
TFmatrixID_0407	Glyma.02G008600.1	Inferred
TFmatrixID_0407	Glyma.03G117500	Inferred
TFmatrixID_0407	Glyma02g13370.1	Inferred
TFmatrixID_0407	Glyma01g15020.1	Inferred
TFmatrixID_0407	Glyma01g08060.1	Inferred
TFmatrixID_0408	Glyma.20G006400.1	Inferred
TFmatrixID_0408	Glyma.19G094000.1	Inferred
TFmatrixID_0408	Glyma.19G146000.1	Inferred
TFmatrixID_0408	Glyma.09G113800.1	Inferred
TFmatrixID_0408	Glyma18g00880.1	Inferred
TFmatrixID_0408	Glyma.17G080700.1	Inferred
TFmatrixID_0408	Glyma.17G039600.1	Inferred
TFmatrixID_0408	Glyma.15G190200	Inferred
TFmatrixID_0408	Glyma16g05890.1	Inferred
TFmatrixID_0408	Glyma.15G076200.1	Inferred
TFmatrixID_0408	Glyma.13G274900.1	Inferred
TFmatrixID_0408	Glyma.13G237400.1	Inferred
TFmatrixID_0408	Glyma.12G226000.1	Inferred
TFmatrixID_0408	Glyma.13G177400.1	Inferred
TFmatrixID_0408	Glyma.U025800.1	Inferred
TFmatrixID_0408	Glyma11g16700.1	Inferred
TFmatrixID_0408	Glyma.11G251500	Inferred
TFmatrixID_0408	Glyma10g01210.1	Inferred
TFmatrixID_0408	Glyma.08G011500	Inferred
TFmatrixID_0408	Glyma.09G082000.1	Inferred
TFmatrixID_0408	Glyma.07G234200	Inferred
TFmatrixID_0408	Glyma.07G199000.1	Inferred
TFmatrixID_0408	Glyma.07G109600.1	Inferred
TFmatrixID_0408	Glyma.07G159300.1	Inferred
TFmatrixID_0408	Glyma.06G238100.1	Inferred
TFmatrixID_0408	Glyma06g22450.1	Inferred
TFmatrixID_0408	Glyma04g37390.1	Inferred
TFmatrixID_0408	Glyma.05G204100	Inferred
TFmatrixID_0408	Glyma.06G168600	Inferred
TFmatrixID_0408	Glyma05g00200.1	Inferred
TFmatrixID_0408	Glyma03g29900.1	Inferred
TFmatrixID_0408	Glyma.02G177500.1	Inferred
TFmatrixID_0408	Glyma.02G008600.1	Inferred
TFmatrixID_0408	Glyma.03G117500	Inferred
TFmatrixID_0408	Glyma02g13370.1	Inferred
TFmatrixID_0408	Glyma01g15020.1	Inferred
TFmatrixID_0408	Glyma01g08060.1	Inferred
TFmatrixID_0409	Glyma.20G006400.1	Inferred
TFmatrixID_0409	Glyma.19G094000.1	Inferred
TFmatrixID_0409	Glyma.19G146000.1	Inferred
TFmatrixID_0409	Glyma.09G113800.1	Inferred
TFmatrixID_0409	Glyma18g00880.1	Inferred
TFmatrixID_0409	Glyma.17G080700.1	Inferred
TFmatrixID_0409	Glyma.17G039600.1	Inferred
TFmatrixID_0409	Glyma.15G190200	Inferred
TFmatrixID_0409	Glyma16g05890.1	Inferred
TFmatrixID_0409	Glyma.15G076200.1	Inferred
TFmatrixID_0409	Glyma.13G274900.1	Inferred
TFmatrixID_0409	Glyma.13G237400.1	Inferred
TFmatrixID_0409	Glyma.12G226000.1	Inferred
TFmatrixID_0409	Glyma.13G177400.1	Inferred
TFmatrixID_0409	Glyma.U025800.1	Inferred
TFmatrixID_0409	Glyma11g16700.1	Inferred
TFmatrixID_0409	Glyma.11G251500	Inferred
TFmatrixID_0409	Glyma10g01210.1	Inferred
TFmatrixID_0409	Glyma.08G011500	Inferred
TFmatrixID_0409	Glyma.09G082000.1	Inferred
TFmatrixID_0409	Glyma.07G234200	Inferred
TFmatrixID_0409	Glyma.07G199000.1	Inferred
TFmatrixID_0409	Glyma.07G109600.1	Inferred
TFmatrixID_0409	Glyma.07G159300.1	Inferred
TFmatrixID_0409	Glyma.06G238100.1	Inferred
TFmatrixID_0409	Glyma06g22450.1	Inferred
TFmatrixID_0409	Glyma04g37390.1	Inferred
TFmatrixID_0409	Glyma.05G204100	Inferred
TFmatrixID_0409	Glyma.06G168600	Inferred
TFmatrixID_0409	Glyma05g00200.1	Inferred
TFmatrixID_0409	Glyma.02G177500.1	Inferred
TFmatrixID_0409	Glyma.02G008600.1	Inferred
TFmatrixID_0409	Glyma.03G117500	Inferred
TFmatrixID_0409	Glyma02g13370.1	Inferred
TFmatrixID_0409	Glyma01g15020.1	Inferred
TFmatrixID_0409	Glyma01g08060.1	Inferred
TFmatrixID_0410	Glyma.20G006400.1	Inferred
TFmatrixID_0410	Glyma.19G094000.1	Inferred
TFmatrixID_0410	Glyma.19G146000.1	Inferred
TFmatrixID_0410	Glyma.09G113800.1	Inferred
TFmatrixID_0410	Glyma18g00880.1	Inferred
TFmatrixID_0410	Glyma.17G080700.1	Inferred
TFmatrixID_0410	Glyma.17G039600.1	Inferred
TFmatrixID_0410	Glyma.15G190200	Inferred
TFmatrixID_0410	Glyma16g05890.1	Inferred
TFmatrixID_0410	Glyma.15G076200.1	Inferred
TFmatrixID_0410	Glyma.13G274900.1	Inferred
TFmatrixID_0410	Glyma.13G237400.1	Inferred
TFmatrixID_0410	Glyma.12G226000.1	Inferred
TFmatrixID_0410	Glyma.13G177400.1	Inferred
TFmatrixID_0410	Glyma.U025800.1	Inferred
TFmatrixID_0410	Glyma11g16700.1	Inferred
TFmatrixID_0410	Glyma.11G251500	Inferred
TFmatrixID_0410	Glyma10g01210.1	Inferred
TFmatrixID_0410	Glyma.08G011500	Inferred
TFmatrixID_0410	Glyma.09G082000.1	Inferred
TFmatrixID_0410	Glyma.07G234200	Inferred
TFmatrixID_0410	Glyma.07G199000.1	Inferred
TFmatrixID_0410	Glyma.07G109600.1	Inferred
TFmatrixID_0410	Glyma.07G159300.1	Inferred
TFmatrixID_0410	Glyma.06G238100.1	Inferred
TFmatrixID_0410	Glyma06g22450.1	Inferred
TFmatrixID_0410	Glyma04g37390.1	Inferred
TFmatrixID_0410	Glyma.05G204100	Inferred
TFmatrixID_0410	Glyma.06G168600	Inferred
TFmatrixID_0410	Glyma05g00200.1	Inferred
TFmatrixID_0410	Glyma.02G177500.1	Inferred
TFmatrixID_0410	Glyma.02G008600.1	Inferred
TFmatrixID_0410	Glyma.03G117500	Inferred
TFmatrixID_0410	Glyma02g13370.1	Inferred
TFmatrixID_0410	Glyma01g15020.1	Inferred
TFmatrixID_0410	Glyma01g08060.1	Inferred
TFmatrixID_0411	Glyma.20G006400.1	Inferred
TFmatrixID_0411	Glyma.19G094000.1	Inferred
TFmatrixID_0411	Glyma.19G146000.1	Inferred
TFmatrixID_0411	Glyma.09G113800.1	Inferred
TFmatrixID_0411	Glyma18g00880.1	Inferred
TFmatrixID_0411	Glyma.17G080700.1	Inferred
TFmatrixID_0411	Glyma.17G039600.1	Inferred
TFmatrixID_0411	Glyma.15G190200	Inferred
TFmatrixID_0411	Glyma16g05890.1	Inferred
TFmatrixID_0411	Glyma.15G076200.1	Inferred
TFmatrixID_0411	Glyma.13G274900.1	Inferred
TFmatrixID_0411	Glyma.13G237400.1	Inferred
TFmatrixID_0411	Glyma.12G226000.1	Inferred
TFmatrixID_0411	Glyma.13G177400.1	Inferred
TFmatrixID_0411	Glyma.U025800.1	Inferred
TFmatrixID_0411	Glyma11g16700.1	Inferred
TFmatrixID_0411	Glyma.11G251500	Inferred
TFmatrixID_0411	Glyma10g01210.1	Inferred
TFmatrixID_0411	Glyma.08G011500	Inferred
TFmatrixID_0411	Glyma.09G082000.1	Inferred
TFmatrixID_0411	Glyma.07G234200	Inferred
TFmatrixID_0411	Glyma.07G199000.1	Inferred
TFmatrixID_0411	Glyma.07G109600.1	Inferred
TFmatrixID_0411	Glyma.07G159300.1	Inferred
TFmatrixID_0411	Glyma.06G238100.1	Inferred
TFmatrixID_0411	Glyma06g22450.1	Inferred
TFmatrixID_0411	Glyma04g37390.1	Inferred
TFmatrixID_0411	Glyma.05G204100	Inferred
TFmatrixID_0411	Glyma.06G168600	Inferred
TFmatrixID_0411	Glyma05g00200.1	Inferred
TFmatrixID_0411	Glyma.02G177500.1	Inferred
TFmatrixID_0411	Glyma.02G008600.1	Inferred
TFmatrixID_0411	Glyma.03G117500	Inferred
TFmatrixID_0411	Glyma02g13370.1	Inferred
TFmatrixID_0411	Glyma01g15020.1	Inferred
TFmatrixID_0411	Glyma01g08060.1	Inferred
TFmatrixID_0522	Glyma.20G006400.1	Inferred
TFmatrixID_0522	Glyma.19G146000.1	Inferred
TFmatrixID_0522	Glyma.09G113800.1	Inferred
TFmatrixID_0522	Glyma18g00880.1	Inferred
TFmatrixID_0522	Glyma.17G080700.1	Inferred
TFmatrixID_0522	Glyma.17G039600.1	Inferred
TFmatrixID_0522	Glyma.15G190200	Inferred
TFmatrixID_0522	Glyma.15G076200.1	Inferred
TFmatrixID_0522	Glyma.13G274900.1	Inferred
TFmatrixID_0522	Glyma.13G237400.1	Inferred
TFmatrixID_0522	Glyma.12G226000.1	Inferred
TFmatrixID_0522	Glyma.13G177400.1	Inferred
TFmatrixID_0522	Glyma.U025800.1	Inferred
TFmatrixID_0522	Glyma11g16700.1	Inferred
TFmatrixID_0522	Glyma.11G251500	Inferred
TFmatrixID_0522	Glyma10g01210.1	Inferred
TFmatrixID_0522	Glyma.09G082000.1	Inferred
TFmatrixID_0522	Glyma.07G234200	Inferred
TFmatrixID_0522	Glyma.07G199000.1	Inferred
TFmatrixID_0522	Glyma.07G109600.1	Inferred
TFmatrixID_0522	Glyma.07G159300.1	Inferred
TFmatrixID_0522	Glyma.06G238100.1	Inferred
TFmatrixID_0522	Glyma05g00200.1	Inferred
TFmatrixID_0522	Glyma.02G177500.1	Inferred
TFmatrixID_0522	Glyma.02G008600.1	Inferred
TFmatrixID_0522	Glyma.03G117500	Inferred
TFmatrixID_0522	Glyma02g13370.1	Inferred
TFmatrixID_0522	Glyma01g15020.1	Inferred
TFmatrixID_0522	Glyma01g08060.1	Inferred
TFmatrixID_0523	Glyma.20G006400.1	Inferred
TFmatrixID_0523	Glyma.19G094000.1	Inferred
TFmatrixID_0523	Glyma.19G146000.1	Inferred
TFmatrixID_0523	Glyma.09G113800.1	Inferred
TFmatrixID_0523	Glyma18g00880.1	Inferred
TFmatrixID_0523	Glyma.17G080700.1	Inferred
TFmatrixID_0523	Glyma.17G039600.1	Inferred
TFmatrixID_0523	Glyma.15G190200	Inferred
TFmatrixID_0523	Glyma16g05890.1	Inferred
TFmatrixID_0523	Glyma.15G076200.1	Inferred
TFmatrixID_0523	Glyma.13G274900.1	Inferred
TFmatrixID_0523	Glyma.13G237400.1	Inferred
TFmatrixID_0523	Glyma.12G226000.1	Inferred
TFmatrixID_0523	Glyma.13G177400.1	Inferred
TFmatrixID_0523	Glyma.U025800.1	Inferred
TFmatrixID_0523	Glyma11g16700.1	Inferred
TFmatrixID_0523	Glyma.11G251500	Inferred
TFmatrixID_0523	Glyma10g01210.1	Inferred
TFmatrixID_0523	Glyma.08G011500	Inferred
TFmatrixID_0523	Glyma.09G082000.1	Inferred
TFmatrixID_0523	Glyma.07G234200	Inferred
TFmatrixID_0523	Glyma.07G199000.1	Inferred
TFmatrixID_0523	Glyma.07G109600.1	Inferred
TFmatrixID_0523	Glyma.07G159300.1	Inferred
TFmatrixID_0523	Glyma.06G238100.1	Inferred
TFmatrixID_0523	Glyma06g22450.1	Inferred
TFmatrixID_0523	Glyma04g37390.1	Inferred
TFmatrixID_0523	Glyma.05G204100	Inferred
TFmatrixID_0523	Glyma.06G168600	Inferred
TFmatrixID_0523	Glyma05g00200.1	Inferred
TFmatrixID_0523	Glyma03g29900.1	Inferred
TFmatrixID_0523	Glyma.02G177500.1	Inferred
TFmatrixID_0523	Glyma.02G008600.1	Inferred
TFmatrixID_0523	Glyma.03G117500	Inferred
TFmatrixID_0523	Glyma02g13370.1	Inferred
TFmatrixID_0523	Glyma01g15020.1	Inferred
TFmatrixID_0523	Glyma01g08060.1	Inferred
TFmatrixID_0531	Glyma.20G006400.1	Inferred
TFmatrixID_0531	Glyma.19G094000.1	Inferred
TFmatrixID_0531	Glyma.19G146000.1	Inferred
TFmatrixID_0531	Glyma.09G113800.1	Inferred
TFmatrixID_0531	Glyma18g00880.1	Inferred
TFmatrixID_0531	Glyma.17G080700.1	Inferred
TFmatrixID_0531	Glyma.17G039600.1	Inferred
TFmatrixID_0531	Glyma.15G190200	Inferred
TFmatrixID_0531	Glyma16g05890.1	Inferred
TFmatrixID_0531	Glyma.15G076200.1	Inferred
TFmatrixID_0531	Glyma.13G274900.1	Inferred
TFmatrixID_0531	Glyma.13G237400.1	Inferred
